Title,Java,Min Experience,Max Experience,Min Salary,Max Salary,Spring Boot,SQL,Git,Microservices,Hibernate
Application Developer,0,3,8,,,0,0,0,0,0
Application Lead,0,5,10,,,0,0,0,0,0
GN - SONG - MT - Transformative Marketing - Manager,0,3,6,,,0,0,0,0,0
Application Lead,1,12,17,,,1,0,0,0,0
Application Developer,1,18,23,,,0,0,0,0,0
Application Lead,0,5,10,,,0,0,0,0,0
Application Developer,0,7,12,,,0,0,0,0,0
Application Lead,1,5,10,,,0,0,0,0,0
Application Lead,1,7,12,,,0,0,0,0,0
Security Architect,1,5,10,,,0,1,0,0,0
Application Lead,1,7,12,,,1,0,0,1,0
Application Developer,0,15,20,,,0,1,0,0,0
Application Developer,0,12,17,,,0,1,0,0,0
Application Lead,0,3,8,,,0,0,0,0,0
Application Lead,0,7,12,,,0,0,0,0,0
Application Developer,0,12,17,,,0,0,0,0,0
Application Lead,1,5,10,,,1,0,0,1,0
App Automation Eng Assoc Director,0,18,28,,,0,0,0,0,0
Application Lead,0,3,8,,,0,0,0,0,0
Application Developer,0,7,12,,,0,0,0,0,0
Application Developer,0,7,12,,,0,1,0,0,0
Application Developer,0,3,8,,,0,0,0,0,0
Application Lead,1,7,12,,,1,0,0,0,0
Application Developer,0,3,8,,,0,0,0,0,0
Application Developer,0,12,17,,,0,0,0,0,0
Application Lead,0,7,12,,,0,1,1,0,0
Application Developer,0,7,12,,,0,0,0,0,0
Application Developer,0,12,17,,,0,1,0,0,0
Application Developer,0,5,10,,,0,0,0,0,0
Application Lead,0,12,17,,,0,0,0,0,0
Application Developer,0,7,12,,,0,0,0,0,0
Application Lead,0,3,8,,,0,0,0,0,0
Security Delivery Lead,0,5,10,,,0,0,0,0,0
Application Developer,0,7,12,,,0,0,0,0,0
Application Developer,0,7,12,,,0,0,0,0,0
Application Lead,0,3,8,,,0,0,0,0,0
Application Developer,0,7,12,,,0,0,0,0,0
Software Development Engineer,1,3,8,,,1,0,0,0,0
Application Lead,0,5,10,,,0,1,0,0,0
Integration Engineer,0,5,10,,,0,0,0,0,0
Application Lead,0,5,10,,,0,1,0,0,0
Application Lead,0,7,12,,,0,0,0,0,0
Software Development Lead,1,5,10,,,0,0,0,0,0
Application Lead,0,12,17,,,0,0,0,0,0
Application Developer,0,5,10,,,0,0,0,0,0
Application Developer,0,7,12,,,0,0,0,0,0
Data Platform Engineer,0,3,8,,,0,1,0,0,0
Engineering Services Practitioner,1,5,10,,,1,0,0,0,0
Application Lead,0,5,10,,,0,1,0,0,0
Application Developer,0,5,10,,,0,0,0,0,0
Software Development Lead,0,12,17,,,0,0,0,0,0
Data Platform Engineer,0,3,8,,,0,0,0,0,0
Application Developer,0,3,8,,,0,1,0,0,0
Quality Engineering Lead (Test Lead),1,7,12,,,0,0,0,0,0
Application Lead,0,5,10,,,0,0,0,0,0
Software Development Lead,1,5,10,,,0,0,0,0,0
Application Developer,0,5,10,,,0,1,0,0,0
Application Developer,0,3,8,,,0,0,0,0,0
Quality Engineering Lead (Test Lead),0,5,10,,,0,0,0,0,0
Integration Engineer,0,7,12,,,0,0,0,0,0
Software Development Lead,0,15,20,,,0,0,0,0,0
Application Lead,1,7,12,,,0,0,0,0,0
Application Developer,0,3,8,,,0,0,0,0,0
Application Lead,1,5,10,,,0,0,0,0,0
Application Designer,0,3,8,,,0,0,0,0,0
Application Developer,0,3,8,,,0,0,0,0,0
Software Development Lead,1,5,10,,,1,0,0,1,0
Application Developer,0,7,12,,,0,0,0,0,0
Software Development Engineer,0,5,10,,,0,0,0,0,0
Software Development Lead,1,12,17,,,0,0,0,0,0
Full Stack Engineer,1,7,12,,,0,0,0,0,0
Application Lead,1,12,17,,,0,0,0,0,0
Application Developer,0,5,10,,,0,0,0,0,0
Application Developer,0,7,12,,,0,0,0,0,0
Application Lead,0,7,12,,,0,0,0,0,0
Application Developer,0,5,10,,,0,0,0,0,0
Application Lead,1,7,12,,,1,0,0,1,0
Software Development Lead,1,12,17,,,1,1,0,0,0
Application Developer,0,5,10,,,0,0,0,0,0
Application Developer,0,5,10,,,0,0,0,0,0
Software Development Lead,1,3,8,,,1,0,0,1,0
Application Developer,0,5,10,,,0,0,0,0,0
Application Developer,0,5,10,,,0,0,0,0,0
Application Developer,0,12,17,,,0,1,0,0,0
Data Architect,0,18,23,,,0,0,0,0,0
Android Developer,1,10,12,,,0,0,0,0,0
Principal Software Engineer,1,6,10,,,0,0,0,0,0
ADF Developer,1,2,3,,,0,0,0,0,0
SOA Developers,1,2,3,,,0,0,0,0,0
Senior Full Stack Developer,1,8,12,,,0,0,0,0,0
Senior Engineer - Product Development,1,2,7,,,0,0,0,0,0
Senior Engineer - Product Development,1,2,7,,,0,0,0,0,0
IT.Security Analyst,1,10,12,,,0,0,0,0,0
TECHNOLOGY SPECIALIST,0,5,8,,,0,1,0,0,0
Kofax Professional,0,2,5,,,0,1,0,0,0
Junior QA Analyst,1,3,5,,,0,0,1,0,0
Google CCAI BOT Developer,1,3,4,,,0,0,0,0,0
Senior Big Data Engineer,1,5,10,,,0,0,0,0,0
Maximo Consultant (Techno Functional / Technical) -Bangalore | Chennai,1,3,8,,,0,0,0,0,0
Opening For QA Automation - ARC Document Solutions (Product MNC),1,5,8,,,0,0,0,0,0
Sailpoint Developer,1,5,7,,,0,0,0,0,0
Senior Software Engineer (Windows Mobile),1,5,9,,,0,0,0,0,0
Web Developer Manager,1,4,9,,,0,0,1,0,0
GCP App Developer - Bangalore,1,5,10,,,0,1,0,0,0
Sdet Automation Test Engineer,1,15,22,30,45,0,0,0,0,0
AI/ML Engineer,1,5,10,15,25,0,0,0,0,0
Lead Engineer - Embedded Design,1,15,18,,,0,0,0,0,0
Python Fullstack Developer,1,4,8,7,15,0,0,0,0,0
Platform Engineer cybersecurity,1,17,20,1,2.75,1,0,0,0,0
Software Application Developer,1,4,9,,,0,0,0,0,0
Technical Lead,1,6,9,10,20,1,0,0,1,0
"Software Engineering, Staff Engineer (Seeker - Agents) - Python, Go",1,,,15,25,0,0,0,0,0
Technical Manager,1,5,8,,,0,0,0,0,0
Cloud Developer III,1,5,10,,,1,0,0,0,1
Quality Assurance Engineer,1,3,6,,,0,0,0,0,0
Technical Architect,1,18,28,,,1,0,0,0,1
Senior/Lead Software Engineer -Chennai- Pallavarram -Work from Office,1,7,12,,,0,0,0,0,0
Quality Engineer Lead,1,8,12,,,0,0,0,0,0
Technical Support Engineer Role,1,2,5,,,0,0,0,0,0
Senior Software Engineer - Full Stack,1,5,8,,,1,0,0,1,0
Android Framework AOSP Lead,1,8,10,,,0,0,0,0,0
Software Test Automation Engineer,1,5,10,,,0,0,0,0,0
Mapping (EDI) Senior Software Engineer,1,3,5,,,0,1,0,0,0
Sales Director/Practice Head-Data & AI,1,15,23,,,0,0,1,0,0
Senior Staff Software Development Engineer,1,11,16,,,0,0,0,0,0
Barista Executive Trainer- Deogarh,0,3,8,,,1,1,0,0,0
Android Developer,1,2,5,,,0,0,0,0,0
Senior Associate Level 2,1,7,10,,,0,0,0,1,0
Software Developer,1,2,5,,,1,0,0,0,0
Principal Automation Engineer # TEKsystems,1,11,15,,,0,0,0,0,0
Rust Developer 36 Lakhs CTC || Kandi Srinivasa,0,8,11,35,37.5,0,0,0,0,0
Senior Android Developer,1,5,8,10,20,0,0,0,0,0
"Staff Engineer, QA Automation",1,7,10,,,0,0,0,0,0
Selenium Automation Engineer,1,5,10,,,0,0,0,0,0
Technical Architect NICE,1,10,16,,,0,0,1,0,0
Ai Ml Engineer,1,6,8,,,0,0,0,0,0
Engineering Manager,1,10,18,,,0,0,0,1,0
Sr Golang Developer,1,7,12,25,35,0,0,0,0,0
Senior Software Engineer - Apache Beam/ Apache Flink,1,5,7,16,25,1,0,0,0,0
Base24 Developer_REMOTE_TAO Digitals,1,8,13,40,80,0,0,1,0,0
Solution Architect,1,10,15,,,0,0,0,1,0
Automation Test Engineer_Java with Selenium,1,3,8,,,0,0,0,0,0
Automation Testing_Java/Selenium 5+ yrs,1,5,9,,,0,0,0,0,0
Talend Developer,1,5,9,12,18,0,0,0,0,0
Hiring | Salesforce Technical Architect | Bangalore,0,8,13,18,25,0,0,0,0,0
Senior Technology Analyst,0,3,7,,,0,0,0,0,0
IT PLM Development & Support,1,3,5,,,0,0,0,0,0
Engineering (IN) - Software Engineer 2,0,4,7,,,0,0,0,0,0
Application Developer-SAP Enterprise Integration,1,4,8,,,0,0,0,0,0
Business Development Manager,1,5,8,,,0,0,0,0,1
"Specialist, Quality Assurance Engineering",1,5,10,,,0,0,0,0,0
Sdet Engineer,1,6,11,15,25,0,0,0,0,0
Saviynt Identity Platform,0,5,10,,,0,0,0,0,0
Lead Engineer,0,7,12,,,0,0,0,0,0
Workday Product Extend Developer,0,3,10,,,0,0,0,0,0
Business Development Manager,1,7,8,,,0,0,0,0,0
Google CCAI BOT Developer,1,3,4,,,0,0,0,0,0
Google CCAI BOT Developer,1,3,4,,,0,0,0,0,0
Google CCAI BOT Developer,1,3,4,,,0,0,0,0,0
Google CCAI BOT Developer,1,3,4,,,0,0,0,0,0
Google CCAI BOT Developer,1,3,4,,,0,0,0,0,0
Google CCAI BOT Developer,1,3,4,,,0,0,0,0,0
Google CCAI BOT Developer,1,3,4,,,0,0,0,0,0
Google CCAI BOT Developer,1,3,4,,,0,0,0,0,0
Google CCAI BOT Developer,1,3,4,,,0,0,0,0,0
Google CCAI BOT Developer,1,3,4,,,0,0,0,0,0
Google CCAI BOT Developer,1,3,4,,,0,0,0,0,0
Google CCAI BOT Developer,1,3,4,,,0,0,0,0,0
Google CCAI BOT Developer,1,3,4,,,0,0,0,0,0
Google CCAI BOT Developer,1,3,4,,,0,0,0,0,0
Google CCAI BOT Developer,1,3,4,,,0,0,0,0,0
Google CCAI BOT Developer,1,3,4,,,0,0,0,0,0
Google CCAI BOT Developer,1,3,4,,,0,0,0,0,0
Google CCAI BOT Developer,1,3,4,,,0,0,0,0,0
Backend Developer with DSA,1,4,8,,,0,0,0,0,0
Backend Developer,1,4,8,,,0,0,0,0,0
QA Automation Engineer,1,4,9,,,0,0,0,0,0
"Advisor, Software Development Engineering",0,8,13,,,0,0,0,0,0
"Tech Lead, Application Support",0,5,10,,,0,0,0,0,0
Java Full Stack Developer,1,8,13,20,35,1,0,0,1,0
Full Stack Developer - Java / React.js,1,4,5,,,1,0,0,0,0
Java Full Stack Developer - Hybrid (Bangalore ONLY),1,5,10,,,1,0,0,0,0
Java with AWS - Software Engineer,1,8,12,,,1,0,0,1,0
Java - Technical Architect,1,9,14,,,0,0,0,0,0
Staff Engineer ( Java Fullstack; Angular & Cloud),1,8,13,,,0,0,0,0,0
Staff Engineer ( Java Fullstack; Angular & Cloud),1,8,13,,,0,0,0,0,0
Dot Net Developer- PAN INDIA,1,5,10,,,1,0,0,1,0
Application Developer Workflow and Process Automation,1,3,8,,,0,0,0,0,0
Senior Electronics and Embedded Software Engineer,1,7,12,7,12,0,0,0,0,0
Platform Architect,1,15,20,,,0,0,0,0,0
Developer III- Operational Experience,1,11,15,,,1,0,0,1,1
Principal Architect Enterprise Systems For Powai Location,1,15,20,,,0,0,0,0,0
Sdet Engineer,1,7,12,20,30,0,0,0,0,0
Developer II - Customer Experience,1,7,10,,,1,0,0,0,1
Dell Boomi Professional,1,4,9,,,0,0,0,0,0
Semsr Software Engineer_R Technology & Data Engineer,1,4,6,,,0,0,0,0,0
Etl Talend Developer,1,5,9,,,0,0,0,0,0
Back End Developer,1,5,8,,,1,0,0,1,1
We are hiring For Automation Test engineer _Hyderabad,1,7,12,,,0,0,0,0,0
Principal Software Engineer,1,10,15,,,0,0,0,1,0
Mobile (Android) Developer For Bangalore location,1,5,7,,,0,0,0,0,0
Solution Architect,1,7,12,,,1,0,0,1,0
Quant Developer,1,2,4,5,9,0,0,0,0,0
Senior Developer/Architect- Operational Experience,1,15,17,,,1,0,0,1,1
AWS Cloud Native AI Engineer/Architect-F2F inteview-10th May-HYD,1,4,9,,,0,0,0,0,0
Technical Project Manager,1,12,20,,,0,0,0,0,0
Engineer - Adobe Cold Fusion,0,2,6,,,0,0,0,0,0
Director Technology,1,10,20,,,0,1,0,0,0
Sr Android Developer,1,7,10,16,20,0,0,0,0,0
Full Stack Development Specialist_Java and React,1,7,12,,,0,0,0,1,0
Product Specialist -AI-Driven Test Automation Platform,1,2,5,,,0,0,0,0,0
"Immediate openings For Python, NodeJs Developer",1,6,11,6,16,0,0,0,0,0
OIC Developer,1,5,10,18,30,0,0,0,0,0
QA Testing,1,4,6,3,8,0,0,0,0,0
Sr. Full Stack Developer,1,7,12,,,0,0,0,0,0
Senior Devops Engineer,1,6,8,15,20,0,0,1,0,0
Back End Developer,1,5,8,4,6,0,0,0,1,0
Technical Developer,1,3,8,,,0,0,0,0,0
Lead Software Architect (OTT & Real-Time Social Platforms),1,10,15,,,1,0,0,0,0
Software Development Test Engineer,1,4,8,,,1,0,0,0,0
Immediate & Urgent need of Senior IT Trainer (Multiple Technologies),1,10,15,,,0,0,0,0,0
Technical Lead (l3)- Hyderabad,1,5,9,,,0,0,0,0,0
Android Developer,1,2,4,1,3.5,0,0,0,0,0
Urgent Requirement For Delmia Apriso Development,1,4,6,7,10,0,0,0,0,0
Junior Developer L2 Support Engineer Student & Faculty Application,1,2,3,5,6.5,1,1,0,0,0
Software Developer-Housing finance,1,3,7,12,15,1,0,0,0,0
Quality Assurance Tester - SOW,1,5,10,15,20,0,0,0,0,0
Qa Engineer,1,5,10,15,20,0,1,0,0,0
Application Specialist,1,3,5,,,0,1,0,0,0
We are Hiring For Liferay Developer_ Hyderabad_ Exaze,1,6,11,,,0,0,0,0,0
Senior Qa Engineer,1,2,4,7.5,12,0,0,0,0,0
Backend Developer,1,3,6,12,20,1,0,1,1,0
AEM Backend Developer ( Contractual),1,4,8,10,12,0,0,0,0,0
OBDX Developer,1,2,6,15,25,0,0,1,0,0
Front End Developer,1,2,2,1.25,3,0,0,0,0,0
Training Manager,1,3,5,,,0,0,0,0,0
Software Development Test Engineer,1,6,11,,,0,0,0,0,0
Assistant/Associate Professor (Computer Science),1,3,8,,,0,0,0,0,0
Apache Solr Consultant(Remote),1,7,12,,,1,0,0,1,0
Technical Officer,1,2,5,7,7,0,0,0,0,0
Adobe Campaign Developer/ 4-12 Years/ Bangalore,1,4,9,8,18,0,0,0,0,0
Automation Tester,1,2,4,1.5,3,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
Hybris Developer,1,7,12,,,0,0,0,0,0
"Senior Developer ( NestJS, NextJS, GraphQL, and Automation )",1,8,10,,,0,0,0,0,0
Flutter Developer,1,5,7,5,10,0,0,0,0,0
QA Automation,1,7,12,8.5,16,0,0,0,0,0
IT Project Manager,1,8,13,13,18,0,0,0,0,0
automation testing,1,6,10,12,22,0,0,0,0,0
Android Developer,1,8,10,8,14,0,0,0,0,0
Fullstack Developer,1,5,7,5,12,1,0,0,0,0
Principal Software Development Engineer - Golang,0,15,20,,,0,0,0,0,0
Solution Architect For Modern Data and AI Platforms Engineering,1,10,15,30,45,0,0,0,0,0
Integration Developer,1,8,13,,,0,0,0,0,0
Cloud IAM Engineer,1,4,8,,,0,0,0,0,0
Hiring For construction helper For Oman,0,1,6,,,0,0,0,0,0
L1 Support Engineer - Males,1,2,4,3,5.5,0,1,0,0,0
Fullstack Development Engineer (Tech Lead),1,7,10,,,1,0,0,0,0
Software Test Engineer,1,6,11,,,0,0,0,0,0
AWS Cloud Native AI Engineer-F2F inteview-10th May-HYD,1,4,7,,,0,0,0,0,0
Senior Contact Center Solution Engineer,1,5,8,,,0,0,0,0,0
"Data Engineer - Associate, JP Morgan Mumbai",1,4,9,30,45,0,0,0,0,0
SFCC Backend Developer - Demandware,1,3,5,,,0,0,0,0,0
Backend Developer - Embedded System,1,4,6,,,0,0,0,0,0
Senior IBM ELM / RTC Plugin Developer,1,5,8,,,0,0,0,0,0
Full Stack Developer - Node.js / React.js,1,5,8,,,0,0,0,0,0
Software Development Engineer II - Spring Boot/Microservices,1,4,7,,,1,0,0,1,0
Data Pipeline Engineer - ETL/Spark,1,2,7,,,0,0,0,0,0
Tech Architect - Claims,0,3,7,,,0,1,1,0,0
C++ Dev,0,4,6,,,0,0,0,0,0
GCP Devops with Terraform,0,4,9,,,0,0,0,0,0
SFCC Backend Developer,1,5,10,,,0,0,0,0,0
Apache Camel Developer - Backend Architecture,1,3,6,,,1,0,0,0,0
Technical Lead,1,3,5,,,1,1,0,0,1
Technical Lead,0,5,8,,,0,0,0,0,0
MS Specialist OSS,0,7,12,,,0,0,0,0,0
IDM T2 Specialist,0,3,8,,,0,1,0,0,0
FM Specialist Core,0,6,10,,,0,0,0,1,0
Software Architect,0,10,15,,,0,0,0,0,0
FM Specialist Core,0,6,10,,,0,0,0,1,0
Software Architect,1,10,15,,,0,0,0,0,0
Technical Lead,0,4,6,,,0,0,0,0,0
GenAI Developer,0,2,7,,,0,0,0,0,0
R&D Technical Lead,1,5,8,,,0,0,0,0,0
Senior Developer,1,8,13,,,0,0,0,0,0
Technical Specialist,1,3,6,,,1,1,0,0,1
Solution Architect,0,5,10,,,0,0,0,0,0
FM Specialist Core,0,3,6,,,0,0,0,1,0
Principal Technical Specialist,1,7,10,,,0,0,0,0,0
Senior Technical Specialist,0,5,10,,,0,0,0,0,0
Technical Specialist,1,3,6,,,0,0,0,0,0
Principal Technical Specialist,1,2,7,,,1,0,0,0,0
Principal Technical Specialist,1,8,12,,,1,0,0,0,0
Principal Technical Specialist,1,7,10,,,0,0,0,0,0
Senior Software Engineer,0,4,7,,,0,0,0,0,0
Software Development Engineer,0,2,5,,,0,0,0,0,0
Senior Software Developer,0,4,7,,,0,0,0,0,0
Software Development Engineer,0,2,5,,,0,0,0,0,0
Software Development Engineer,0,2,5,,,0,0,0,0,0
Domain Solution Architect (Autonomous Networks Security),1,10,15,,,0,0,0,0,0
Software Development Engineer II - SaaS Applications,1,3,5,,,1,0,0,0,0
3D/Enovia Administrator/Developer - Customization & Configuration,1,2,5,,,0,0,0,0,0
Administrator - L3,0,3,5,,,0,0,0,0,0
Technical Lead - L1,1,5,8,,,0,0,0,0,0
Linux Admin,0,5,8,,,0,0,0,0,0
Administrator - L3,1,3,5,,,0,1,0,0,0
Developer - L3,0,3,5,,,0,0,0,0,0
Technical Lead - L1,1,5,8,,,0,0,0,0,0
Developer - L4,1,5,8,,,0,0,0,0,0
Lead Administrator - L1,0,5,8,,,0,1,0,0,0
Technical Lead - L1,0,5,8,,,0,0,0,0,0
Technology Architect - L1,0,8,10,,,0,0,0,0,0
Technology Architect - L1,0,8,10,,,0,0,0,0,0
Administrator - L3,0,3,5,,,0,0,0,0,0
Developer - L4,1,5,8,,,0,0,0,0,0
Developer - L3,1,3,5,,,0,0,0,0,0
Administrator - L3,0,3,5,,,0,0,0,0,0
Technology Architect - L1,0,8,10,,,0,0,0,0,0
Techno Functional Consultant - L2,0,8,10,,,0,0,0,0,0
Technical Consultant - L4,0,10,12,,,0,0,1,0,0
Tools Consultant - L1,1,5,8,,,0,0,0,0,0
Technical Lead - L1,0,5,8,,,0,0,0,0,0
Technology Architect - L1,0,8,10,,,0,0,0,0,0
Developer - L3,1,3,5,,,0,0,0,0,0
Developer - L4,1,5,8,,,0,0,0,0,0
Configurator - L4,0,5,8,,,0,0,1,0,0
Developer - L3,0,3,5,,,0,0,0,0,0
Developer - L3,1,3,5,,,0,0,0,0,0
Technology Architect - L1,0,8,10,,,0,0,0,0,0
Technology Architect - L1,0,8,10,,,0,0,0,0,0
Site Reliability Engineer - L3,0,5,7,,,0,0,0,0,0
Technical Lead - L1,1,5,8,,,0,0,0,1,0
Technical Lead - L1,0,5,8,,,0,0,0,0,0
AIML Engineer,0,5,8,,,0,0,0,0,0
Technology Architect - L2,0,10,12,,,0,0,0,0,0
Technical Consultant - L2,0,8,10,,,0,0,1,0,0
Machine Learning Engineer,1,3,6,,,0,0,0,0,0
StreamSet Developer,0,5,8,,,0,0,0,0,0
Technology Architect - L1,1,8,10,,,0,0,0,0,0
Technical Lead - L1,1,5,8,,,0,0,0,0,0
Techno Functional Consultant - L2,0,8,10,,,0,0,0,1,0
Technical Lead - L1,0,5,8,,,0,0,0,1,0
Techno Functional Consultant - L2,1,8,10,,,0,1,0,0,0
Developer - L3,0,3,5,,,0,0,0,0,0
Sr Mobile App Developer,0,5,8,,,0,0,0,0,0
Developer - L3,1,3,5,,,0,0,0,0,0
Developer - L4,0,5,8,,,0,0,0,0,0
Lead Administrator - L1,0,5,8,,,0,1,0,0,0
Quality Analyst - L2,0,5,8,,,0,0,0,0,0
Application Architect - L1,1,8,10,,,0,0,0,1,0
Developer - L4,0,5,8,,,0,0,0,0,0
Techno Functional Consultant - L3,1,10,12,,,0,1,0,0,0
Technical Lead - L1,0,5,8,,,0,0,0,0,0
Automation Lead - L1,0,5,8,,,0,0,1,0,0
Developer - L4,0,5,8,,,0,1,1,0,0
Developer - L3,1,3,5,,,0,0,0,0,0
Developer - L3,1,3,5,,,0,0,0,0,0
Technical Lead - L1,0,5,8,,,0,0,0,0,0
Solution Architect - L1,0,8,10,,,0,0,0,0,0
Developer - L4,0,5,8,,,0,0,0,0,0
Developer - L3,1,3,5,,,0,0,0,1,0
Technical Lead - L1,0,5,8,,,0,0,0,0,0
Asset and Configuration Coordinator - L3,0,3,5,,,0,0,0,0,0
Domain Consultant - L1,0,3,5,,,0,0,1,0,0
Infrastructure and Platform Architect - L2,1,8,10,,,0,0,0,0,0
Infrastructure and Platform Architect - L3,1,10,12,,,0,0,0,0,0
Senior Software Development Engineer III - Spring Boot/Microservices,1,8,11,,,1,0,0,1,0
Neo4j Engineer - Microservices Architecture,1,7,12,,,0,0,0,1,0
Technical Architect/ Manager/ Lead - DBMS,1,7,10,,,0,0,1,0,0
Technical Engineering Manager - React Native/Ruby on Rails,1,8,12,,,0,0,0,0,0
Data Engineer - ETL/Python,1,3,6,,,0,0,0,0,0
Software Engineer - React Native Development,1,5,8,,,0,0,0,0,0
Golang Developer - Microservices Architecture,1,6,11,,,0,0,0,1,0
Backend Developer - Node.js/Python,1,4,7,,,0,0,0,1,0
UI Full Stack Developer - Node.js/AWS,1,6,8,,,0,0,0,0,0
Chief Technology Officer / Vice President - Full Stack Development,1,2,7,,,0,0,0,0,0
IBM ELM Plugin Developer,1,6,8,,,0,0,0,0,0
Appian Developer - Business Process Management,1,7,12,,,0,0,0,0,0
Quality Assurance Engineer - Cypress,1,4,9,,,0,0,0,0,0
Technical Lead/Senior Full Stack Developer - Python/AngularJS,1,2,7,,,0,0,0,0,0
Automation Test Engineer - Playwright Testing,1,5,10,,,0,0,0,0,0
Senior App Developer/Mobile Architect Lead - iOS/Android Platform,1,2,7,,,0,0,0,0,0
"SeS QA Testing Engineer, AVP",1,8,13,,,0,0,0,0,0
Senior Software Engineer,1,4,7,,,0,0,0,0,0
Application Developer II,1,8,13,,,0,0,0,0,0
Backend & Big Data Engineer,1,3,5,,,0,0,0,0,0
SDET,1,3,6,,,0,0,0,0,0
Genesys Senior Developer,1,6,11,,,0,0,0,0,0
Lead Backend Developer Architect Techolution Remote,1,6,10,,,1,0,0,1,0
Backend Developer with Strong DSA,1,1,6,,,0,0,0,0,0
Wso2 Developer,1,5,10,,,0,0,0,0,0
Software Dev Engineer III,1,3,4,,,0,0,0,0,0
Software Dev Engineer III,1,3,4,,,0,0,0,0,0
Back End Developer,1,5,8,16,17,0,0,0,0,0
UI & API Automation,1,6,9,,,0,0,0,0,0
Commercial Lending (Mort- SPE/SME - Chennai/Hyderabad,0,2,7,,,0,0,0,0,0
Lead Technical Consultant [React+Nextjs],0,10,15,,,0,0,0,0,0
Automation Test Engineer( 1 year contract),1,2,4,,,0,0,0,0,0
Cleaning and stock arrangement worker,1,1,6,,,0,0,0,0,0
R&D Engineer,1,5,10,,,0,0,0,0,0
Mobile Automation Tester (Bangalore),1,4,6,10,13,0,0,0,0,0
Technical Lead- Full-stack Developer @ US healthcare analytics,1,8,12,,,1,0,0,0,0
Api Automation Tester,1,3,5,,,0,0,0,0,0
Senior QA Automation Engineer,1,5,10,15,27.5,0,0,0,0,0
Data Engineer,1,5,10,,,0,0,0,0,0
Automation Lead,1,10,17,15,27.5,0,0,0,0,0
Full Stack Developer,1,4,8,,,1,0,0,0,0
Automation Tester_ Gurugram,1,5,9,5,15,0,0,0,0,0
Software Quality Analyst (Automation),1,2,5,,,0,0,0,0,0
Sr Devops Engineer,1,12,20,,,0,0,0,0,0
Software Development Engineer,1,4,9,15,27.5,0,0,0,0,0
Senior Qa Lead,1,8,12,14,24,0,0,0,0,0
Remote Spring Boot Developer 36 Lakhs CTC || Kandi Srinivasa Reddy,1,8,11,35,37.5,1,0,0,1,0
Software Developer,1,2,5,3,5,0,1,0,0,0
Automation Test Analyst,1,3,5,4,8.5,0,0,0,0,0
TOP MNC Looking For Databricks Cloud(Azure/AWS) PySpark/SQL- Bangalore,1,6,11,20,32.5,0,0,0,0,0
Oracle Adf Developer,1,5,10,18,22.5,1,0,0,0,0
Mainframe Developer,1,5,10,12,22,0,0,0,0,0
.Net Developer (Windows Service),1,5,10,6.5,16.5,0,0,0,0,0
Developer III - Customer Experience,1,10,15,,,1,0,0,0,1
HMI - Android Open-Source Project (AOSP),1,8,13,,,0,0,0,0,0
Senior Consultant,1,5,8,,,0,0,0,0,0
BA_Payments,1,3,6,,,0,1,0,0,0
BA_Payments,1,3,6,,,0,1,0,0,0
Consultant,1,3,6,,,0,0,0,0,0
JDA WMS,0,6,11,,,0,0,1,0,0
"IT Application Owner SeS Tech Engineer Family, AS",0,4,9,,,0,0,0,1,0
Client Implementation Specialist,1,3,7,,,0,0,0,0,0
ARTEMIS - LLC India Coverage Banker,1,3,8,,,0,0,0,0,0
Client Services Specialist,0,2,6,,,0,0,0,0,0
Regulatory Reporting - Associate,0,2,5,,,0,1,0,0,0
