Title,Short_Title,Location,Java,Min Experience,Max Experience,Min Salary,Max Salary,Spring Boot,SQL,Git,Microservices,Hibernate,Power_BI,Excel,Python,Visualization,spark,Cloud_Computing,manual_testing,regression_testing,automation_testing,software_testing,Kubernetes,Docker,Jenkins,CI/CD
"PMIC System HW-Validation Engineer, Senior Lead",Test_Engineer,NA,0,3,7,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
BW-1285 Sr. QA Automation Engineer,Test_Engineer,Hyderabad,0,8,13,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Mobile - Android/Kotlin Solution Engineer,Test_Engineer,NA,0,10,15,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Engineer II,Test_Engineer,Gurugram,0,2,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Staff Software Engineer,Test_Engineer,Hyderabad,0,8,13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Full Stack Engineer,Test_Engineer,Chennai,0,3,6,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Dev Ops- Site Reliability Engineer,Test_Engineer,Mumbai,1,4,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Senior Software Engineer,Test_Engineer,NA,0,2,8,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Software Engineer,Test_Engineer,NA,1,2,7,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kafka Engineer,Test_Engineer,NA,0,5,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Software Engineer,Test_Engineer,NA,0,5,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Team Lead, Software Development",Test_Engineer,Hyderabad,0,8,10,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
QA Playwright - Senior Engineer,Test_Engineer,NA,1,6,8,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Sr. Automation Engineer,Test_Engineer,NA,0,4,8,,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
Quality Engineer,Test_Engineer,Chennai,0,3,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flutter IOS Developer,Test_Engineer,Mumbai,0,5,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Dot Net Developer,Test_Engineer,Chennai,0,5,9,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Backend Developer,Test_Engineer,NA,0,2,4,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Analyst, Java Backend Developer",Test_Engineer,Chennai,1,2,7,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Quality and Automation Engineer 2,Test_Engineer,Chennai,0,2,5,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Quality & Automation Engineer 3,Test_Engineer,Chennai,0,5,7,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Quality & Automation Engineer 2,Test_Engineer,Chennai,0,2,5,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Analyst 3, Data Analytics",Test_Engineer,NA,0,2,4,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Engineer Lead,Test_Engineer,NA,0,9,14,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1
GIT - Sr. Engineer,Test_Engineer,Chennai,0,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer,Test_Engineer,NA,1,2,5,8,10,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Senior Full Stack Developer,Test_Engineer,NA,0,5,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Senior Full Stack Developer,Test_Engineer,NA,0,5,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Node JS Mongo DB Developer,Test_Engineer,Mumbai,0,3,8,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PHP and Laravel Developer,Test_Engineer,Mumbai,0,3,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Developer III - Software Engineering,Test_Engineer,NA,0,4,6,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Lead Software Engineer,Test_Engineer,Hyderabad,0,5,10,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
Front End Engineer,Test_Engineer,NA,1,4,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PMIC System HW-Validation Engineer, Senior",Test_Engineer,NA,0,2,6,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
QA Automation Lead - Playwright and JMeter,Test_Engineer,Hyderabad,0,5,10,,,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Senior Embedded Engineer â€“ Bootloader,Test_Engineer,Chennai,1,2,6,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"Embedded Dev (GFX)- Engineer, Senior",Test_Engineer,NA,0,3,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Senior Engineer- Linux,Test_Engineer,Hyderabad,0,2,6,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Sr Lead Engineer- Power,Test_Engineer,Hyderabad,0,4,9,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Senior Engineer - AI/ML, C/C++",Test_Engineer,NA,0,1,6,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Engineer, Senior - SSG Products",Test_Engineer,Hyderabad,0,2,6,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Architect- Salesforce DevOps,Test_Engineer,Hyderabad,0,5,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Software Engineer I,Test_Engineer,NA,1,3,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior QA Automation,Test_Engineer,NA,1,7,12,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
SDE 1-Support Services-CTO Head,Test_Engineer,NA,1,7,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SDE 1-Support Services-CTO Head,Test_Engineer,NA,1,7,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SDE 2-Support Services-CTO Head,Test_Engineer,NA,1,9,14,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dev Ops-Support Services-CTO Head,Test_Engineer,NA,0,8,13,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Android Developer,Test_Engineer,NA,0,7,9,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDE 1-Support Services-CTO Head,Test_Engineer,NA,1,7,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dev Ops-Support Services-CTO Head,Test_Engineer,NA,0,8,13,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Cloud storage backend developer,Test_Engineer,NA,0,2,5,,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
Apache Development,Test_Engineer,Hyderabad,0,2,5,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Partner Solutions Engineer,Test_Engineer,Mumbai,0,3,6,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"Engineer III, Software",Test_Engineer,Hyderabad,0,2,6,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
"Engineer III, Software",Test_Engineer,Hyderabad,0,2,6,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Sr Engineer, Software",Test_Engineer,Hyderabad,0,3,6,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Security Engineer,Test_Engineer,Hyderabad,0,2,6,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Engineer III,Test_Engineer,Hyderabad,0,2,6,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mobile (Android/Kotlin) Solution Engineer,Test_Engineer,NA,0,2,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile (Android/Kotlin) Solution Engineer,Test_Engineer,NA,0,2,5,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Engineering Staff Engineer,Test_Engineer,NA,0,2,5,,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Digital Engineering Sr. Staff Engineer,Test_Engineer,NA,0,2,6,,,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Artifactory Technical Solutions Expert,Test_Engineer,NA,1,5,10,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DevOps Engineer (PowerShell),Test_Engineer,NA,0,2,7,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Software Engineer Manager,Test_Engineer,NA,0,12,14,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Software Engineer Manager,Test_Engineer,NA,0,12,15,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Senior Software Engineer,Test_Engineer,NA,0,6,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lead Engineer,Test_Engineer,NA,1,5,10,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
TypeScript Developer,Test_Engineer,NA,1,2,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUST Developer,Test_Engineer,NA,0,3,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"mobile app tetsing,selenium,java",Test_Engineer,Hyderabad,1,5,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Analytics Engineer,Test_Engineer,NA,0,3,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Senior Engineer II,Test_Engineer,NA,0,8,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Data Engineer (Snowflake, DBT)",Test_Engineer,Mumbai,0,6,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Angular Developer - Cloud Applications,Test_Engineer,Chennai,1,5,7,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Java Developer,Test_Engineer,Hyderabad,1,6,11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Deployment Engineer - Robotics,Test_Engineer,NA,0,3,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Senior Software Engineer,Test_Engineer,NA,0,3,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Python & NodeJS Developer,Test_Engineer,Hyderabad,1,6,11,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Senior Engineer II,Test_Engineer,NA,0,2,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Stack Node.js Developer - Isarva Infotech Private Limited,Test_Engineer,NA,1,4,6,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Technical Manager, Java Backend Developer",Test_Engineer,Chennai,1,4,7,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Senior Development Lead,Test_Engineer,Chennai,0,5,9,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Manager - Java Backend Developer,Test_Engineer,Chennai,1,4,7,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"An&apos;yst, Java Backend Developer",Test_Engineer,Chennai,1,2,7,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Security Engineer 3,Test_Engineer,Chennai,0,2,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Testing,Test_Engineer,Chennai,0,5,7,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Engineer 2, Software Development & Engineering",Test_Engineer,Chennai,0,2,5,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
Development Engineer 4,Test_Engineer,Chennai,0,7,10,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Fullstack Developer,Test_Engineer,Hyderabad,0,5,8,8,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Etl Developer,Test_Engineer,Hyderabad,0,5,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUI Developer,Test_Engineer,Mumbai,0,2,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Senior Golang Developer,Test_Engineer,NA,0,7,12,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Qa Tester,Test_Engineer,Chennai,0,3,5,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Java Architect,Test_Engineer,NA,1,14,18,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Senior Software Engineer- Android,",Test_Engineer,Delhi,1,6,11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Software Engineer - Dot Net (C++),Test_Engineer,NA,0,7,11,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior CAD Engineer,Test_Engineer,Chennai,0,10,15,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Product Manager/Strategy 4-ProdDev,Test_Engineer,NA,0,10,14,,,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
Cloud Security Lead,Test_Engineer,NA,1,10,14,,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Software Developer 3,Test_Engineer,NA,1,6,10,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Development Services Manager,Test_Engineer,Hyderabad,0,10,14,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Snr Principal Member of Technical Staff,Test_Engineer,NA,1,10,14,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Business Analyst, Global Finance Ops Reporting & Analytics",Test_Engineer,NA,1,6,10,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Principal Product Manager,Test_Engineer,Hyderabad,1,3,5,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sr Principal/Principal Product Manager - Siebel CRM Platform,Test_Engineer,NA,0,5,10,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Senior Software Engineer,Test_Engineer,Hyderabad,1,6,10,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Senior Cloud Operation Engineer,Test_Engineer,Hyderabad,0,3,7,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
QA Analyst 3-ProdDev,Test_Engineer,NA,0,6,11,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior NetSuite Technical Consultant- Night Shift,Test_Engineer,Hyderabad,1,6,11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applications Developer 3,Test_Engineer,NA,0,5,8,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Senior Application Engineer,Test_Engineer,Hyderabad,1,3,5,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Applications Developer 3,Test_Engineer,Hyderabad,1,3,5,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Senior/Principal Application Developer,Test_Engineer,NA,0,3,5,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
AI ML Engineer,Test_Engineer,Hyderabad,0,6,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Site Reliability Developer 3,Test_Engineer,NA,1,6,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Full stack developer - UI, Java",Test_Engineer,NA,1,6,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Principal Application Consultant,Test_Engineer,Hyderabad,1,6,10,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Principle Member of Technical Staff,Test_Engineer,NA,1,6,10,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Oracle Finance Fusion Functional Engineer,Test_Engineer,Hyderabad,1,6,10,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Senior Automation Engineer,Test_Engineer,Hyderabad,1,3,5,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Senior Member of technical Staff (SDET),Test_Engineer,NA,1,3,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Product Manager, CSS OU Platform Services",Test_Engineer,NA,0,6,10,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Software Developer 3,Test_Engineer,NA,1,6,10,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Principal Cloud Operation Engineer,Test_Engineer,Hyderabad,1,6,10,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Sr Member of Technical Staff,Test_Engineer,NA,0,3,5,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Senior Data Engineer,Test_Engineer,Hyderabad,1,6,10,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
Principal Software Engineer - Java,Test_Engineer,Hyderabad,1,3,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Data Engineer-Data Platforms-Azure,Test_Engineer,NA,0,3,6,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Data Engineer-Data Platforms-Azure,Test_Engineer,NA,0,3,6,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Automation Engineer,Test_Engineer,NA,0,2,5,,,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0
Application Developer-DevOps,Test_Engineer,Hyderabad,0,3,7,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Senior Process Manager,Test_Engineer,Mumbai,1,3,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Developer - L4,Test_Engineer,Delhi,1,1,6,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AWS Data Engineer,Test_Engineer,Chennai,0,2,6,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Multimedia Engineer,Test_Engineer,Hyderabad,0,3,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QA Automation with Playwright + SQL Professional,Test_Engineer,NA,0,4,7,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
QA Automation with Playwright + SQL Professional,Test_Engineer,Hyderabad,0,4,7,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Lead Software Engineer,Test_Engineer,Hyderabad,1,7,12,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Sr Quality Engineer,Test_Engineer,NA,0,5,8,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Sr. Software Engineer - Java Alfresco,Test_Engineer,NA,1,5,8,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
React and React Native - Software Engineer,Test_Engineer,NA,1,2,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Threat Management Associate,Test_Engineer,Chennai,0,2,6,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Software Engineer,Test_Engineer,Chennai,1,3,8,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Associate Director Software Engineering,Test_Engineer,Chennai,1,8,13,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Senior Software Engineer,Test_Engineer,Delhi,1,2,7,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Front-End JavaScript Game Developer,Test_Engineer,NA,1,3,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr Engineer II (C++ Developer),Test_Engineer,Gurugram,0,4,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Principal Software Engineer,Test_Engineer,Chennai,1,10,15,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Quality Automation Specialist, AVP",Test_Engineer,Gurugram,1,8,14,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Senior Application Engineer,Test_Engineer,Mumbai,1,5,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NI LabVIEW Developer - Instrumentation Expert,Test_Engineer,NA,0,3,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
React Native Engineer,Test_Engineer,NA,1,2,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Mobile Engineer,Test_Engineer,NA,0,3,7,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Staff SW Development Engineer - Android,Test_Engineer,NA,0,8,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Software Engineer,Test_Engineer,Gurugram,1,5,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Java Springboot Specialist,Test_Engineer,Gurugram,1,12,15,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Senior Engineer Back End, NextGen",Test_Engineer,Chennai,1,9,14,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Senior Software Engineer - Angular || Noida,Test_Engineer,NA,0,7,12,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Associate Devops Engineer - 3DX,Test_Engineer,NA,0,4,8,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
QA Automation Engineer,Test_Engineer,Gurugram,0,2,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tech Lead (Python),Test_Engineer,NA,0,7,10,20,22.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Principal Java Fullstack Engineer GIT,Test_Engineer,Gurugram,1,14,22,40,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Devops Engineer,Test_Engineer,NA,0,4,9,,,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"QA Software Engineer I (IN), Senior",Test_Engineer,NA,0,8,13,,,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
Devops Engineer,Test_Engineer,NA,0,3,6,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
Azure Databricks Data Engineer/Developer,Test_Engineer,NA,0,2,5,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
GCP/Google Cloud Platform Developer,Test_Engineer,NA,0,2,5,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Elastic Search Developer,Test_Engineer,NA,0,3,5,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Azure Developer,Test_Engineer,NA,0,2,5,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Full-Stack Developer Specialist - Gateway,Test_Engineer,NA,1,4,8,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AWS Cloud Engineer - Specialist,Test_Engineer,NA,0,4,8,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Team Member-IT Apps Ctbsupport Services -Applications-CTB,Test_Engineer,NA,0,3,6,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lead I - Software Engineering - Java Developer,Test_Engineer,Mumbai,1,5,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Software Engineer,Test_Engineer,Hyderabad,1,6,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior DevOps Engineer,Test_Engineer,NA,0,5,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Analytics Engineer,Test_Engineer,NA,0,8,13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Software Engineer-Full Stack Web Developer(React & Node),Test_Engineer,NA,0,6,8,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Software QA Engineer,Test_Engineer,NA,0,5,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"SDET""> SDET",Test_Engineer,NA,0,5,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automation Lead (R),Test_Engineer,NA,0,6,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Python Developer - Microservices (GCP Cloud Run),Test_Engineer,NA,0,6,8,,,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
MERN Stack,Test_Engineer,Mumbai,1,1,10,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Sr Software Engineer (Typescript and Node.js),Test_Engineer,Mumbai,0,5,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Data Scientist - AI,Test_Engineer,Hyderabad,0,8,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Java Fullstack (React) Developer (Standard),Test_Engineer,NA,1,4,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delivery Manager - IT,Test_Engineer,Chennai,0,12,15,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fracturing Engineer,Test_Engineer,NA,0,5,10,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manual Tester,Test_Engineer,NA,0,2,4,2,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Quality Analyst,Test_Engineer,NA,0,3,5,8,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hiring Quality Analyst,Test_Engineer,NA,0,2,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Frontend Tester,Test_Engineer,Mumbai,0,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
